model,Model:,AIC:,Link Function:,BIC:,Dependent Variable:,Log-Likelihood:,LL-Null:,No. Observations:,Deviance:,Df Model:,Pearson chi2:,Df Residuals:,Scale:,Method:
obamacare_test_recommendations_content__in__emb_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,518.7419,Log,-13864.25,obamacare_test_recommendations_content__in__emb_0,-254.37,-254.86,1865,143.44,4,143,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,518.9271,Log,-3843.4452,obamacare_test_recommendations_popularity_0,-253.46,-275.71,617,82.15,5,82.1,611,0,IRLS
obamacare_test_recommendations_content__in__emb_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_content__in__emb_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_content__in__emb_0,GLM,519.1876,Log,-13856.8387,obamacare_test_recommendations_content__in__emb_0,-253.59,-254.86,1865,143.32,5,143,1859,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,519.2316,Log,-3849.5614,obamacare_test_recommendations_popularity_0,-254.62,-275.67,617,82.458,4,82.5,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,519.2699,Log,-3849.5563,obamacare_test_recommendations_popularity_0,-254.63,-275.67,617,82.464,4,82.5,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,519.6644,Log,-3849.5036,obamacare_test_recommendations_popularity_0,-254.83,-275.66,617,82.516,4,82.5,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,520.3705,Log,-3849.4091,obamacare_test_recommendations_popularity_0,-255.19,-275.64,617,82.611,4,82.6,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,520.4935,Log,-3855.5482,obamacare_test_recommendations_popularity_0,-256.25,-275.6,617,82.896,3,82.9,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,520.6006,Log,-3861.6888,obamacare_test_recommendations_popularity_0,-257.3,-275.57,617,83.181,2,83.2,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,520.6975,Log,-3849.3653,obamacare_test_recommendations_popularity_0,-255.35,-275.63,617,82.655,4,82.7,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,521.1732,Log,-3861.6115,obamacare_test_recommendations_popularity_0,-257.59,-275.56,617,83.258,2,83.3,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,521.2394,Log,-3843.1367,obamacare_test_recommendations_popularity_0,-254.62,-275.64,617,82.458,5,82.5,611,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0,GLM,521.4803,Log,-3855.4156,obamacare_test_recommendations_popularity_0,-256.74,-275.58,617,83.029,3,83,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,521.7081,Log,-3855.3849,obamacare_test_recommendations_popularity_0,-256.85,-275.57,617,83.06,3,83.1,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,521.8837,Log,-3855.3613,obamacare_test_recommendations_popularity_0,-256.94,-275.56,617,83.083,3,83.1,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,522.344,Log,-3855.2993,obamacare_test_recommendations_popularity_0,-257.17,-275.55,617,83.145,3,83.1,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,522.6348,Log,-3849.1054,obamacare_test_recommendations_popularity_0,-256.32,-275.57,617,82.914,4,82.9,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,523.0601,Log,-3849.0482,obamacare_test_recommendations_popularity_0,-256.53,-275.56,617,82.972,4,83,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,523.1669,Log,-3861.3421,obamacare_test_recommendations_popularity_0,-258.58,-275.51,617,83.528,2,83.5,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,523.3605,Log,-3855.1622,obamacare_test_recommendations_popularity_0,-257.68,-275.53,617,83.283,3,83.3,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,523.6566,Log,-3848.968,obamacare_test_recommendations_popularity_0,-256.83,-275.54,617,83.052,4,83.1,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,523.7687,Log,-3848.9529,obamacare_test_recommendations_popularity_0,-256.88,-275.54,617,83.067,4,83.1,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,524.2538,Log,-3855.0415,obamacare_test_recommendations_popularity_0,-258.13,-275.5,617,83.403,3,83.4,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,524.6374,Log,-3842.6814,obamacare_test_recommendations_popularity_0,-256.32,-275.54,617,82.914,5,82.9,611,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,524.9603,Log,-3854.9459,obamacare_test_recommendations_popularity_0,-258.48,-275.49,617,83.499,3,83.5,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,525.1955,Log,-3848.7605,obamacare_test_recommendations_popularity_0,-257.6,-275.5,617,83.259,4,83.3,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,525.3705,Log,-3842.5828,obamacare_test_recommendations_popularity_0,-256.69,-275.53,617,83.012,5,83,611,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,526.2515,Log,-3848.6179,obamacare_test_recommendations_popularity_0,-258.13,-275.48,617,83.402,4,83.4,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,526.3915,Log,-3848.599,obamacare_test_recommendations_popularity_0,-258.2,-275.48,617,83.421,4,83.4,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,526.5313,Log,-3860.8854,obamacare_test_recommendations_popularity_0,-260.27,-275.43,617,83.984,2,84,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,526.6046,Log,-3854.7231,obamacare_test_recommendations_popularity_0,-259.3,-275.45,617,83.722,3,83.7,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0,GLM,526.6755,Log,-3860.8657,obamacare_test_recommendations_popularity_0,-260.34,-275.42,617,84.004,2,84,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,526.8158,Log,-3854.6944,obamacare_test_recommendations_popularity_0,-259.41,-275.44,617,83.75,3,83.8,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,526.8648,Log,-13863.6239,recommenders_avg,-258.43,-278.99,1865,144.07,4,144,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,526.9423,Log,-3848.5245,obamacare_test_recommendations_popularity_0,-258.47,-275.46,617,83.495,4,83.5,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,527.2184,Log,-3854.6398,obamacare_test_recommendations_popularity_0,-259.61,-275.43,617,83.805,3,83.8,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,527.2995,Log,-3854.6288,obamacare_test_recommendations_popularity_0,-259.65,-275.43,617,83.816,3,83.8,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,527.3646,Log,-13856.2089,recommenders_avg,-257.68,-278.99,1865,143.95,5,144,1859,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,527.686,Log,-3848.4238,obamacare_test_recommendations_popularity_0,-258.84,-275.45,617,83.596,4,83.6,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,527.8544,Log,-3842.2479,obamacare_test_recommendations_popularity_0,-257.93,-275.46,617,83.347,5,83.3,611,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,528.2027,Log,-3854.506,obamacare_test_recommendations_popularity_0,-260.1,-275.41,617,83.939,3,83.9,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,528.4687,Log,-3848.3177,obamacare_test_recommendations_popularity_0,-259.23,-275.43,617,83.702,4,83.7,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,528.6801,Log,-3854.441,obamacare_test_recommendations_popularity_0,-260.34,-275.4,617,84.004,3,84,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,528.7488,Log,-3860.583,obamacare_test_recommendations_popularity_0,-261.37,-275.38,617,84.287,2,84.3,614,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,528.8453,Log,-13856.0946,recommenders_avg,-258.42,-278.98,1865,144.06,5,144,1859,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,529.3668,Log,-13848.678,recommenders_avg,-257.68,-278.98,1865,143.95,6,144,1858,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,529.4336,Log,-3860.4894,obamacare_test_recommendations_popularity_0,-261.72,-275.37,617,84.38,2,84.4,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,529.5374,Log,-3866.6255,obamacare_test_recommendations_popularity_0,-262.77,-275.34,617,84.669,1,84.7,615,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,529.8393,Log,-3860.4339,obamacare_test_recommendations_popularity_0,-261.92,-275.36,617,84.436,2,84.4,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,530.102,Log,-3848.0958,obamacare_test_recommendations_popularity_0,-260.05,-275.39,617,83.924,4,83.9,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,530.1595,Log,-3854.2393,obamacare_test_recommendations_popularity_0,-261.08,-275.37,617,84.205,3,84.2,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,530.2643,Log,-3854.225,obamacare_test_recommendations_popularity_0,-261.13,-275.37,617,84.22,3,84.2,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,530.4581,Log,-3848.0474,obamacare_test_recommendations_popularity_0,-260.23,-275.39,617,83.972,4,84,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,530.8768,Log,-3854.1414,obamacare_test_recommendations_popularity_0,-261.44,-275.36,617,84.303,3,84.3,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,531.0498,Log,-3860.2681,obamacare_test_recommendations_popularity_0,-262.52,-275.33,617,84.602,2,84.6,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,531.2763,Log,-3854.0868,obamacare_test_recommendations_popularity_0,-261.64,-275.35,617,84.358,3,84.4,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,531.3728,Log,-3860.2238,obamacare_test_recommendations_popularity_0,-262.69,-275.33,617,84.646,2,84.6,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,531.4405,Log,-3847.9136,obamacare_test_recommendations_popularity_0,-260.72,-275.37,617,84.106,4,84.1,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,531.7322,Log,-3841.7225,obamacare_test_recommendations_popularity_0,-259.87,-275.38,617,83.873,5,83.9,611,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,531.8078,Log,-3854.0141,obamacare_test_recommendations_popularity_0,-261.9,-275.34,617,84.431,3,84.4,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,532.8469,Log,-13870.5368,recommenders_avg,-262.42,-278.93,1865,144.68,3,145,1861,0,IRLS
obamacare_test_recommendations_popularity_0 ~ df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_miscalibration__group_ratio_k_10____obamacare_test_recommendations_popularity_0,GLM,533,Log,-3853.8508,obamacare_test_recommendations_popularity_0,-262.5,-275.32,617,84.594,3,84.6,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,533.0493,Log,-3847.694,obamacare_test_recommendations_popularity_0,-261.52,-275.33,617,84.326,4,84.3,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,533.3435,Log,-3847.6537,obamacare_test_recommendations_popularity_0,-261.67,-275.33,617,84.366,4,84.4,612,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,533.4236,Log,-3859.9419,obamacare_test_recommendations_popularity_0,-263.71,-275.29,617,84.928,2,84.9,614,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,533.5363,Log,-3853.7772,obamacare_test_recommendations_popularity_0,-262.77,-275.31,617,84.667,3,84.7,613,0,IRLS
obamacare_test_recommendations_popularity_0 ~ own_leaning + training_size + df_metrics_miscalibration__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,533.5766,Log,-3853.7717,obamacare_test_recommendations_popularity_0,-262.79,-275.31,617,84.673,3,84.7,613,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,534.0959,Log,-13870.4399,recommenders_avg,-263.05,-278.92,1865,144.78,3,145,1861,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,534.5495,Log,-13877.7801,recommenders_avg,-264.27,-278.91,1865,144.97,2,145,1862,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,534.6434,Log,-13863.0218,recommenders_avg,-262.32,-278.92,1865,144.67,4,145,1860,0,IRLS
recommenders_avg ~ own_leaning + training_size + df_metrics_atypicality__group__ratio_k_10____historical_interactions_0 + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,534.7347,Log,-13863.0147,recommenders_avg,-262.37,-278.92,1865,144.68,4,145,1860,0,IRLS
recommenders_avg ~ own_leaning + df_metrics_atypicality__individual_diversity_content_k_10____historical_interactions_0 + df_metrics_atypicality__group__ratio_k_10____recommenders_avg + df_metrics_atypicality__individual_diversity_content_k_10____recommenders_avg,GLM,534.7606,Log,-13863.0127,recommenders_avg,-262.38,-278.92,1865,144.68,4,145,1860,0,IRLS
obamacare_test_recommendations_popularity_0 ~ training_size + df_metrics_atypicality__group__ratio_k_10____obamacare_test_recommendations_popularity_0 + df_metrics_atypicality__individual_diversity_content_k_10____obamacare_test_recommendations_popularity_0,GLM,534.9431,Log,-3853.584,obamacare_test_recommendations_popularity_0,-263.47,-275.29,617,84.861,3,84.9,613,0,IRLS
